Name,Status,BikesAvailable,EBikesAvailable,BikesDisabled,DocksAvailable,DocksDisabled,IsReturning,IsRenting,IsInstalled,TimeStamp
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T05:50:50-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T05:50:50-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T05:50:50-04:00
Columbia St & W 9 St,active,18,0,0,3,0,true,true,true,2023-07-25T05:50:50-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T05:50:50-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T05:50:50-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T05:55:50-04:00
Henry St & Bay St,active,17,0,0,1,0,true,true,true,2023-07-25T05:55:50-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T05:55:50-04:00
Wolcott St & Dwight St,active,20,2,0,1,0,true,true,true,2023-07-25T05:55:50-04:00
Van Brunt St & Van Dyke St,active,17,1,0,6,0,true,true,true,2023-07-25T05:55:50-04:00
Columbia St & Lorraine St,active,35,1,1,1,0,true,true,true,2023-07-25T05:55:50-04:00
Carroll St & Columbia St,active,36,0,3,0,0,true,true,true,2023-07-25T05:55:50-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T05:55:50-04:00
Pioneer St & Van Brunt St,active,33,1,0,5,0,true,true,true,2023-07-25T05:55:50-04:00
Henry St & W 9 St,active,16,2,2,1,0,true,true,true,2023-07-25T05:55:50-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T05:55:50-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T05:55:50-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T05:55:50-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T05:55:50-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T05:55:50-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T05:55:50-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T05:55:50-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T05:55:50-04:00
Columbia St & W 9 St,active,18,0,0,3,0,true,true,true,2023-07-25T05:55:50-04:00
Wolcott St & Dwight St,active,20,2,0,1,0,true,true,true,2023-07-25T06:00:51-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:00:51-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:00:51-04:00
Henry St & Bay St,active,17,0,0,1,0,true,true,true,2023-07-25T06:00:51-04:00
Van Brunt St & Van Dyke St,active,17,1,0,6,0,true,true,true,2023-07-25T06:00:51-04:00
Columbia St & Lorraine St,active,35,1,1,1,0,true,true,true,2023-07-25T06:00:51-04:00
Carroll St & Columbia St,active,36,0,3,0,0,true,true,true,2023-07-25T06:00:51-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:00:51-04:00
Pioneer St & Van Brunt St,active,33,1,0,5,0,true,true,true,2023-07-25T06:00:51-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:00:51-04:00
Henry St & W 9 St,active,17,3,2,0,0,true,true,true,2023-07-25T06:00:51-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:00:51-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:00:51-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:00:51-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T06:00:51-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:00:51-04:00
Columbia St & W 9 St,active,18,0,0,3,0,true,true,true,2023-07-25T06:00:51-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:00:51-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:00:51-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:05:51-04:00
Van Brunt St & Van Dyke St,active,17,1,0,6,0,true,true,true,2023-07-25T06:05:51-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:05:51-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:05:51-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:05:51-04:00
Henry St & Bay St,active,17,0,0,1,0,true,true,true,2023-07-25T06:05:51-04:00
Pioneer St & Van Brunt St,active,33,1,0,5,0,true,true,true,2023-07-25T06:05:51-04:00
Carroll St & Columbia St,active,36,0,3,0,0,true,true,true,2023-07-25T06:05:51-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:05:51-04:00
Henry St & W 9 St,active,17,3,2,0,0,true,true,true,2023-07-25T06:05:51-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:05:51-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:05:51-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T06:05:51-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:05:51-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:05:51-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:05:51-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:05:51-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:05:51-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:05:51-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:10:51-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:10:51-04:00
Henry St & Bay St,active,18,1,0,0,0,true,true,true,2023-07-25T06:10:51-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:10:51-04:00
Van Brunt St & Van Dyke St,active,17,1,0,6,0,true,true,true,2023-07-25T06:10:51-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:10:51-04:00
Carroll St & Columbia St,active,35,0,3,1,0,true,true,true,2023-07-25T06:10:51-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:10:51-04:00
Pioneer St & Van Brunt St,active,33,1,0,5,0,true,true,true,2023-07-25T06:10:51-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:10:51-04:00
Henry St & W 9 St,active,17,3,2,0,0,true,true,true,2023-07-25T06:10:51-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:10:51-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:10:51-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:10:51-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T06:10:51-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:10:51-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:10:51-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:10:51-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:10:51-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:15:51-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:15:51-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T06:15:51-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:15:51-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:15:51-04:00
Henry St & Bay St,active,18,1,0,0,0,true,true,true,2023-07-25T06:15:51-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T06:15:51-04:00
Carroll St & Columbia St,active,35,0,3,1,0,true,true,true,2023-07-25T06:15:51-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:15:51-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:15:51-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:15:51-04:00
Henry St & W 9 St,active,17,3,2,1,0,true,true,true,2023-07-25T06:15:51-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T06:15:51-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:15:51-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:15:51-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:15:51-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:15:51-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:15:51-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:15:51-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:20:52-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:20:52-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:20:52-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:20:52-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T06:20:52-04:00
Henry St & Bay St,active,18,1,0,0,0,true,true,true,2023-07-25T06:20:52-04:00
Carroll St & Columbia St,active,35,0,3,1,0,true,true,true,2023-07-25T06:20:52-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:20:52-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T06:20:52-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:20:52-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:20:52-04:00
Henry St & W 9 St,active,15,1,2,2,0,true,true,true,2023-07-25T06:20:52-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:20:52-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:20:52-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:20:52-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T06:20:52-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:20:52-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:20:52-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:20:52-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:25:52-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:25:52-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:25:52-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T06:25:52-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:25:52-04:00
Henry St & Bay St,active,18,1,0,0,0,true,true,true,2023-07-25T06:25:52-04:00
Carroll St & Columbia St,active,35,0,3,1,0,true,true,true,2023-07-25T06:25:52-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:25:52-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T06:25:52-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:25:52-04:00
Henry St & W 9 St,active,15,1,2,2,0,true,true,true,2023-07-25T06:25:52-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:25:52-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:25:52-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T06:25:52-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:25:52-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:25:52-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:25:52-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:25:52-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:25:52-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:30:52-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:30:52-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T06:30:52-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:30:52-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:30:52-04:00
Henry St & Bay St,active,18,1,0,0,0,true,true,true,2023-07-25T06:30:52-04:00
Carroll St & Columbia St,active,35,0,3,1,0,true,true,true,2023-07-25T06:30:52-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:30:52-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T06:30:52-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:30:52-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:30:52-04:00
Henry St & W 9 St,active,15,1,2,2,0,true,true,true,2023-07-25T06:30:52-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:30:52-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:30:52-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:30:52-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T06:30:52-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:30:52-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:30:52-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:30:52-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:35:52-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:35:52-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:35:52-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T06:35:52-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:35:52-04:00
Henry St & Bay St,active,18,1,0,0,0,true,true,true,2023-07-25T06:35:52-04:00
Carroll St & Columbia St,active,35,0,3,1,0,true,true,true,2023-07-25T06:35:52-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:35:52-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T06:35:52-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:35:52-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:35:52-04:00
Henry St & W 9 St,active,15,1,2,2,0,true,true,true,2023-07-25T06:35:52-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:35:52-04:00
Commerce St & Van Brunt St,active,14,2,0,5,0,true,true,true,2023-07-25T06:35:52-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:35:52-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:35:52-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:35:52-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:35:52-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:35:52-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:40:53-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T06:40:53-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:40:53-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:40:53-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:40:53-04:00
Henry St & Bay St,active,18,1,0,0,0,true,true,true,2023-07-25T06:40:53-04:00
Carroll St & Columbia St,active,35,0,3,1,0,true,true,true,2023-07-25T06:40:53-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:40:53-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T06:40:53-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:40:53-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:40:53-04:00
Henry St & W 9 St,active,14,0,2,3,0,true,true,true,2023-07-25T06:40:53-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:40:53-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:40:53-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:40:53-04:00
Commerce St & Van Brunt St,active,13,1,0,6,0,true,true,true,2023-07-25T06:40:53-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:40:53-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:40:53-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:40:53-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:45:53-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:45:53-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T06:45:53-04:00
Henry St & Bay St,active,18,1,0,0,0,true,true,true,2023-07-25T06:45:53-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:45:53-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:45:53-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T06:45:53-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:45:53-04:00
Carroll St & Columbia St,active,35,0,3,1,0,true,true,true,2023-07-25T06:45:53-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:45:53-04:00
Henry St & W 9 St,active,14,0,2,3,0,true,true,true,2023-07-25T06:45:53-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:45:53-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:45:53-04:00
Commerce St & Van Brunt St,active,12,0,0,7,0,true,true,true,2023-07-25T06:45:53-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:45:53-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:45:53-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:45:53-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:45:53-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:45:53-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:50:53-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:50:53-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T06:50:53-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:50:53-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:50:53-04:00
Henry St & Bay St,active,18,1,0,0,0,true,true,true,2023-07-25T06:50:53-04:00
Carroll St & Columbia St,active,35,0,3,1,0,true,true,true,2023-07-25T06:50:53-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:50:53-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T06:50:53-04:00
Henry St & W 9 St,active,14,0,2,3,0,true,true,true,2023-07-25T06:50:53-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:50:53-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:50:53-04:00
Commerce St & Van Brunt St,active,12,0,0,7,0,true,true,true,2023-07-25T06:50:53-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:50:53-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:50:53-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:50:53-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:50:53-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:50:53-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:50:53-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T06:55:53-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T06:55:53-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T06:55:53-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T06:55:53-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T06:55:53-04:00
Henry St & Bay St,active,18,1,0,1,0,true,true,true,2023-07-25T06:55:53-04:00
Carroll St & Columbia St,active,34,0,3,2,0,true,true,true,2023-07-25T06:55:53-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T06:55:53-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T06:55:53-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T06:55:53-04:00
Henry St & W 9 St,active,13,0,2,4,0,true,true,true,2023-07-25T06:55:53-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T06:55:53-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T06:55:53-04:00
Commerce St & Van Brunt St,active,12,0,0,7,0,true,true,true,2023-07-25T06:55:53-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T06:55:53-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T06:55:53-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T06:55:53-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T06:55:53-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T06:55:53-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T07:00:54-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T07:00:54-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T07:00:54-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T07:00:54-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T07:00:54-04:00
Henry St & Bay St,active,16,0,0,2,0,true,true,true,2023-07-25T07:00:54-04:00
Carroll St & Columbia St,active,34,0,3,2,0,true,true,true,2023-07-25T07:00:54-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T07:00:54-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T07:00:54-04:00
Henry St & W 9 St,active,14,0,2,3,0,true,true,true,2023-07-25T07:00:54-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T07:00:54-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T07:00:54-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T07:00:54-04:00
Commerce St & Van Brunt St,active,12,0,0,7,0,true,true,true,2023-07-25T07:00:54-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T07:00:54-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T07:00:54-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T07:00:54-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T07:00:54-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T07:00:54-04:00
Coffey St & Conover St,active,20,0,2,10,0,true,true,true,2023-07-25T07:05:54-04:00
Henry St & Bay St,active,16,0,0,2,0,true,true,true,2023-07-25T07:05:54-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T07:05:54-04:00
Wolcott St & Dwight St,active,21,3,0,0,0,true,true,true,2023-07-25T07:05:54-04:00
Columbia St & Lorraine St,active,34,0,1,2,0,true,true,true,2023-07-25T07:05:54-04:00
Van Brunt St & Van Dyke St,active,16,0,1,6,0,true,true,true,2023-07-25T07:05:54-04:00
Carroll St & Columbia St,active,34,0,3,2,0,true,true,true,2023-07-25T07:05:54-04:00
Dwight St & Van Dyke St,active,21,1,2,0,0,true,true,true,2023-07-25T07:05:54-04:00
Pioneer St & Van Brunt St,active,32,0,0,6,0,true,true,true,2023-07-25T07:05:54-04:00
Richards St & Delavan St,active,10,0,0,9,0,true,true,true,2023-07-25T07:05:54-04:00
Henry St & W 9 St,active,14,0,2,3,0,true,true,true,2023-07-25T07:05:54-04:00
Clinton St & Centre St,active,21,1,0,0,0,true,true,true,2023-07-25T07:05:54-04:00
Coffey St & Ferris St,active,4,0,0,19,0,true,true,true,2023-07-25T07:05:54-04:00
Commerce St & Van Brunt St,active,12,0,0,7,0,true,true,true,2023-07-25T07:05:54-04:00
Pioneer St & Richards St,active,17,0,1,5,0,true,true,true,2023-07-25T07:05:54-04:00
Bay St & Court St,active,20,1,0,6,0,true,true,true,2023-07-25T07:05:54-04:00
Columbia St & W 9 St,active,19,0,0,2,0,true,true,true,2023-07-25T07:05:54-04:00
Sigourney St & Columbia St,active,17,1,2,2,0,true,true,true,2023-07-25T07:05:54-04:00
Van Brunt St & Wolcott St,active,28,0,2,4,0,true,true,true,2023-07-25T07:05:54-04:00
Henry St & Bay St,active,16,0,0,2,0,true,true,true,2023-07-25T07:10:54-04:00
Columbia St & Degraw St,active,21,0,0,0,0,true,true,true,2023-07-25T07:10:54-04:00
